Region/Country/Area,,Year,Series,Value,Footnotes
300,Greece,1995,GDP real rates of growth (percent),2,
300,Greece,2005,GDP real rates of growth (percent),0.6,
300,Greece,2010,GDP real rates of growth (percent),-5.5,
300,Greece,2015,GDP real rates of growth (percent),-0.2,
300,Greece,2018,GDP real rates of growth (percent),1.7,
300,Greece,2019,GDP real rates of growth (percent),1.8,
300,Greece,2020,GDP real rates of growth (percent),-9,
304,Greenland,1995,GDP in current prices (millions of US dollars),"1,321",
304,Greenland,2005,GDP in current prices (millions of US dollars),"1,850",
304,Greenland,2010,GDP in current prices (millions of US dollars),"2,503",
304,Greenland,2015,GDP in current prices (millions of US dollars),"2,499",
304,Greenland,2018,GDP in current prices (millions of US dollars),"3,040",
304,Greenland,2019,GDP in current prices (millions of US dollars),"2,982",
304,Greenland,2020,GDP in current prices (millions of US dollars),"3,130",
304,Greenland,1995,GDP per capita (US dollars),"23,671",
304,Greenland,2005,GDP per capita (US dollars),"32,481",
304,Greenland,2010,GDP per capita (US dollars),"44,196",
304,Greenland,2015,GDP per capita (US dollars),"44,329",
304,Greenland,2018,GDP per capita (US dollars),"53,752",
304,Greenland,2019,GDP per capita (US dollars),"52,623",
304,Greenland,2020,GDP per capita (US dollars),"55,139",
304,Greenland,1995,GDP in constant 2010 prices (millions of US dollars),"1,545",
304,Greenland,2005,GDP in constant 2010 prices (millions of US dollars),"2,088",
304,Greenland,2010,GDP in constant 2010 prices (millions of US dollars),"2,458",
304,Greenland,2015,GDP in constant 2010 prices (millions of US dollars),"2,499",
304,Greenland,2018,GDP in constant 2010 prices (millions of US dollars),"2,666",
304,Greenland,2019,GDP in constant 2010 prices (millions of US dollars),"2,711",
304,Greenland,2020,GDP in constant 2010 prices (millions of US dollars),"2,743",
304,Greenland,1995,GDP real rates of growth (percent),3.7,
304,Greenland,2005,GDP real rates of growth (percent),5,
304,Greenland,2010,GDP real rates of growth (percent),1.7,
304,Greenland,2015,GDP real rates of growth (percent),-2.5,
304,Greenland,2018,GDP real rates of growth (percent),1.8,
304,Greenland,2019,GDP real rates of growth (percent),1.7,
304,Greenland,2020,GDP real rates of growth (percent),1.2,
308,Grenada,1995,GDP in current prices (millions of US dollars),278,
308,Grenada,2005,GDP in current prices (millions of US dollars),695,
308,Grenada,2010,GDP in current prices (millions of US dollars),771,
308,Grenada,2015,GDP in current prices (millions of US dollars),997,
308,Grenada,2018,GDP in current prices (millions of US dollars),"1,167",
308,Grenada,2019,GDP in current prices (millions of US dollars),"1,213",
308,Grenada,2020,GDP in current prices (millions of US dollars),"1,043",
308,Grenada,1995,GDP per capita (US dollars),"2,774",
308,Grenada,2005,GDP per capita (US dollars),"6,644",
308,Grenada,2010,GDP per capita (US dollars),"7,258",
308,Grenada,2015,GDP per capita (US dollars),"9,097",
308,Grenada,2018,GDP per capita (US dollars),"10,466",
308,Grenada,2019,GDP per capita (US dollars),"10,834",
308,Grenada,2020,GDP per capita (US dollars),"9,273",
308,Grenada,1995,GDP in constant 2010 prices (millions of US dollars),522,
308,Grenada,2005,GDP in constant 2010 prices (millions of US dollars),896,
308,Grenada,2010,GDP in constant 2010 prices (millions of US dollars),856,
308,Grenada,2015,GDP in constant 2010 prices (millions of US dollars),997,
308,Grenada,2018,GDP in constant 2010 prices (millions of US dollars),"1,127",
308,Grenada,2019,GDP in constant 2010 prices (millions of US dollars),"1,135",
308,Grenada,2020,GDP in constant 2010 prices (millions of US dollars),979,
308,Grenada,1995,GDP real rates of growth (percent),2.1,
308,Grenada,2005,GDP real rates of growth (percent),13.3,
308,Grenada,2010,GDP real rates of growth (percent),-0.5,
308,Grenada,2015,GDP real rates of growth (percent),6.4,
308,Grenada,2018,GDP real rates of growth (percent),4.4,
308,Grenada,2019,GDP real rates of growth (percent),0.7,
308,Grenada,2020,GDP real rates of growth (percent),-13.8,
320,Guatemala,1995,GDP in current prices (millions of US dollars),"12,858",
320,Guatemala,2005,GDP in current prices (millions of US dollars),"26,779",
320,Guatemala,2010,GDP in current prices (millions of US dollars),"40,682",
320,Guatemala,2015,GDP in current prices (millions of US dollars),"62,186",
320,Guatemala,2018,GDP in current prices (millions of US dollars),"73,209",
320,Guatemala,2019,GDP in current prices (millions of US dollars),"77,020",
320,Guatemala,2020,GDP in current prices (millions of US dollars),"77,605",
320,Guatemala,1995,GDP per capita (US dollars),"1,235",
320,Guatemala,2005,GDP per capita (US dollars),"2,045",
320,Guatemala,2010,GDP per capita (US dollars),"2,781",
320,Guatemala,2015,GDP per capita (US dollars),"3,826",
320,Guatemala,2018,GDP per capita (US dollars),"4,245",
320,Guatemala,2019,GDP per capita (US dollars),"4,381",
320,Guatemala,2020,GDP per capita (US dollars),"4,332",
320,Guatemala,1995,GDP in constant 2010 prices (millions of US dollars),"30,508",
320,Guatemala,2005,GDP in constant 2010 prices (millions of US dollars),"42,984",
320,Guatemala,2010,GDP in constant 2010 prices (millions of US dollars),"51,428",
320,Guatemala,2015,GDP in constant 2010 prices (millions of US dollars),"62,186",
320,Guatemala,2018,GDP in constant 2010 prices (millions of US dollars),"68,004",
320,Guatemala,2019,GDP in constant 2010 prices (millions of US dollars),"70,634",
320,Guatemala,2020,GDP in constant 2010 prices (millions of US dollars),"69,561",
320,Guatemala,1995,GDP real rates of growth (percent),5,
320,Guatemala,2005,GDP real rates of growth (percent),3.3,
320,Guatemala,2010,GDP real rates of growth (percent),2.9,
320,Guatemala,2015,GDP real rates of growth (percent),4.1,
320,Guatemala,2018,GDP real rates of growth (percent),3.3,
320,Guatemala,2019,GDP real rates of growth (percent),3.9,
320,Guatemala,2020,GDP real rates of growth (percent),-1.5,
324,Guinea,1995,GDP in current prices (millions of US dollars),"5,260",
324,Guinea,2005,GDP in current prices (millions of US dollars),"4,063",
324,Guinea,2010,GDP in current prices (millions of US dollars),"6,853",
324,Guinea,2015,GDP in current prices (millions of US dollars),"8,794",
324,Guinea,2018,GDP in current prices (millions of US dollars),"11,857",
324,Guinea,2019,GDP in current prices (millions of US dollars),"13,514",
324,Guinea,2020,GDP in current prices (millions of US dollars),"15,490",
324,Guinea,1995,GDP per capita (US dollars),724,
324,Guinea,2005,GDP per capita (US dollars),446,
324,Guinea,2010,GDP per capita (US dollars),672,
324,Guinea,2015,GDP per capita (US dollars),769,
324,Guinea,2018,GDP per capita (US dollars),955,
324,Guinea,2019,GDP per capita (US dollars),"1,058",
324,Guinea,2020,GDP per capita (US dollars),"1,179",
324,Guinea,1995,GDP in constant 2010 prices (millions of US dollars),"4,225",
324,Guinea,2005,GDP in constant 2010 prices (millions of US dollars),"6,113",
324,Guinea,2010,GDP in constant 2010 prices (millions of US dollars),"7,025",
324,Guinea,2015,GDP in constant 2010 prices (millions of US dollars),"8,794",
324,Guinea,2018,GDP in constant 2010 prices (millions of US dollars),"11,433",
324,Guinea,2019,GDP in constant 2010 prices (millions of US dollars),"12,079",
324,Guinea,2020,GDP in constant 2010 prices (millions of US dollars),"12,935",
324,Guinea,1995,GDP real rates of growth (percent),4.7,
324,Guinea,2005,GDP real rates of growth (percent),3,
324,Guinea,2010,GDP real rates of growth (percent),4.8,
324,Guinea,2015,GDP real rates of growth (percent),3.8,
324,Guinea,2018,GDP real rates of growth (percent),6.4,
324,Guinea,2019,GDP real rates of growth (percent),5.6,
324,Guinea,2020,GDP real rates of growth (percent),7.1,
624,Guinea-Bissau,1995,GDP in current prices (millions of US dollars),800,
624,Guinea-Bissau,2005,GDP in current prices (millions of US dollars),587,
624,Guinea-Bissau,2010,GDP in current prices (millions of US dollars),849,
624,Guinea-Bissau,2015,GDP in current prices (millions of US dollars),"1,047",
624,Guinea-Bissau,2018,GDP in current prices (millions of US dollars),"1,382",
624,Guinea-Bissau,2019,GDP in current prices (millions of US dollars),"1,322",
624,Guinea-Bissau,2020,GDP in current prices (millions of US dollars),"1,315",
624,Guinea-Bissau,1995,GDP per capita (US dollars),735,
624,Guinea-Bissau,2005,GDP per capita (US dollars),436,
624,Guinea-Bissau,2010,GDP per capita (US dollars),558,
624,Guinea-Bissau,2015,GDP per capita (US dollars),603,
624,Guinea-Bissau,2018,GDP per capita (US dollars),738,
624,Guinea-Bissau,2019,GDP per capita (US dollars),688,
624,Guinea-Bissau,2020,GDP per capita (US dollars),668,
624,Guinea-Bissau,1995,GDP in constant 2010 prices (millions of US dollars),676,
624,Guinea-Bissau,2005,GDP in constant 2010 prices (millions of US dollars),756,
624,Guinea-Bissau,2010,GDP in constant 2010 prices (millions of US dollars),891,
624,Guinea-Bissau,2015,GDP in constant 2010 prices (millions of US dollars),"1,047",
624,Guinea-Bissau,2018,GDP in constant 2010 prices (millions of US dollars),"1,219",
624,Guinea-Bissau,2019,GDP in constant 2010 prices (millions of US dollars),"1,273",
624,Guinea-Bissau,2020,GDP in constant 2010 prices (millions of US dollars),"1,256",
624,Guinea-Bissau,1995,GDP real rates of growth (percent),4,
624,Guinea-Bissau,2005,GDP real rates of growth (percent),4.3,
624,Guinea-Bissau,2010,GDP real rates of growth (percent),4.6,
624,Guinea-Bissau,2015,GDP real rates of growth (percent),6.1,
624,Guinea-Bissau,2018,GDP real rates of growth (percent),3.4,
624,Guinea-Bissau,2019,GDP real rates of growth (percent),4.5,
624,Guinea-Bissau,2020,GDP real rates of growth (percent),-1.4,
328,Guyana,1995,GDP in current prices (millions of US dollars),991,
328,Guyana,2005,GDP in current prices (millions of US dollars),"1,978",
328,Guyana,2010,GDP in current prices (millions of US dollars),"3,433",
328,Guyana,2015,GDP in current prices (millions of US dollars),"4,280",
328,Guyana,2018,GDP in current prices (millions of US dollars),"4,788",
328,Guyana,2019,GDP in current prices (millions of US dollars),"5,174",
328,Guyana,2020,GDP in current prices (millions of US dollars),"5,471",
328,Guyana,1995,GDP per capita (US dollars),"1,302",
328,Guyana,2005,GDP per capita (US dollars),"2,651",
328,Guyana,2010,GDP per capita (US dollars),"4,581",
328,Guyana,2015,GDP per capita (US dollars),"5,577",
328,Guyana,2018,GDP per capita (US dollars),"6,146",
328,Guyana,2019,GDP per capita (US dollars),"6,610",
328,Guyana,2020,GDP per capita (US dollars),"6,956",
328,Guyana,1995,GDP in constant 2010 prices (millions of US dollars),"1,522",
328,Guyana,2005,GDP in constant 2010 prices (millions of US dollars),"2,713",
328,Guyana,2010,GDP in constant 2010 prices (millions of US dollars),"3,641",
328,Guyana,2015,GDP in constant 2010 prices (millions of US dollars),"4,280",
328,Guyana,2018,GDP in constant 2010 prices (millions of US dollars),"4,813",
328,Guyana,2019,GDP in constant 2010 prices (millions of US dollars),"5,071",
328,Guyana,2020,GDP in constant 2010 prices (millions of US dollars),"7,276",
328,Guyana,1995,GDP real rates of growth (percent),5,
328,Guyana,2005,GDP real rates of growth (percent),6.4,
328,Guyana,2010,GDP real rates of growth (percent),4.1,
328,Guyana,2015,GDP real rates of growth (percent),0.7,
328,Guyana,2018,GDP real rates of growth (percent),4.4,
328,Guyana,2019,GDP real rates of growth (percent),5.4,
328,Guyana,2020,GDP real rates of growth (percent),43.5,
332,Haiti,1995,GDP in current prices (millions of US dollars),"3,785",
332,Haiti,2005,GDP in current prices (millions of US dollars),"6,980",
332,Haiti,2010,GDP in current prices (millions of US dollars),"11,812",
332,Haiti,2015,GDP in current prices (millions of US dollars),"14,228",
332,Haiti,2018,GDP in current prices (millions of US dollars),"15,822",
332,Haiti,2019,GDP in current prices (millions of US dollars),"14,007",
332,Haiti,2020,GDP in current prices (millions of US dollars),"15,505",
332,Haiti,1995,GDP per capita (US dollars),489,
332,Haiti,2005,GDP per capita (US dollars),759,
332,Haiti,2010,GDP per capita (US dollars),"1,187",
332,Haiti,2015,GDP per capita (US dollars),"1,330",
332,Haiti,2018,GDP per capita (US dollars),"1,422",
332,Haiti,2019,GDP per capita (US dollars),"1,244",
332,Haiti,2020,GDP per capita (US dollars),"1,360",
332,Haiti,1995,GDP in constant 2010 prices (millions of US dollars),"7,339",
332,Haiti,2005,GDP in constant 2010 prices (millions of US dollars),"10,932",
332,Haiti,2010,GDP in constant 2010 prices (millions of US dollars),"12,306",
332,Haiti,2015,GDP in constant 2010 prices (millions of US dollars),"14,228",
332,Haiti,2018,GDP in constant 2010 prices (millions of US dollars),"15,170",
332,Haiti,2019,GDP in constant 2010 prices (millions of US dollars),"14,915",
332,Haiti,2020,GDP in constant 2010 prices (millions of US dollars),"14,416",
332,Haiti,1995,GDP real rates of growth (percent),14.7,
332,Haiti,2005,GDP real rates of growth (percent),3.6,
332,Haiti,2010,GDP real rates of growth (percent),-3.8,
332,Haiti,2015,GDP real rates of growth (percent),1.6,
332,Haiti,2018,GDP real rates of growth (percent),1.7,
332,Haiti,2019,GDP real rates of growth (percent),-1.7,
332,Haiti,2020,GDP real rates of growth (percent),-3.3,
340,Honduras,1995,GDP in current prices (millions of US dollars),"4,724",
340,Honduras,2005,GDP in current prices (millions of US dollars),"9,757",
340,Honduras,2010,GDP in current prices (millions of US dollars),"15,839",
340,Honduras,2015,GDP in current prices (millions of US dollars),"20,980",
340,Honduras,2018,GDP in current prices (millions of US dollars),"24,068",
340,Honduras,2019,GDP in current prices (millions of US dollars),"25,090",
340,Honduras,2020,GDP in current prices (millions of US dollars),"23,828",
340,Honduras,1995,GDP per capita (US dollars),828,
340,Honduras,2005,GDP per capita (US dollars),"1,308",
340,Honduras,2010,GDP per capita (US dollars),"1,904",
340,Honduras,2015,GDP per capita (US dollars),"2,302",
340,Honduras,2018,GDP per capita (US dollars),"2,510",
340,Honduras,2019,GDP per capita (US dollars),"2,574",
340,Honduras,2020,GDP per capita (US dollars),"2,406",
340,Honduras,1995,GDP in constant 2010 prices (millions of US dollars),"10,138",
340,Honduras,2005,GDP in constant 2010 prices (millions of US dollars),"14,776",
340,Honduras,2010,GDP in constant 2010 prices (millions of US dollars),"17,639",
340,Honduras,2015,GDP in constant 2010 prices (millions of US dollars),"20,980",
340,Honduras,2018,GDP in constant 2010 prices (millions of US dollars),"23,731",
340,Honduras,2019,GDP in constant 2010 prices (millions of US dollars),"24,360",
340,Honduras,2020,GDP in constant 2010 prices (millions of US dollars),"22,177",
340,Honduras,1995,GDP real rates of growth (percent),4.1,
340,Honduras,2005,GDP real rates of growth (percent),6.1,
340,Honduras,2010,GDP real rates of growth (percent),3.7,
340,Honduras,2015,GDP real rates of growth (percent),3.8,
340,Honduras,2018,GDP real rates of growth (percent),3.8,
340,Honduras,2019,GDP real rates of growth (percent),2.7,
340,Honduras,2020,GDP real rates of growth (percent),-9,
348,Hungary,1995,GDP in current prices (millions of US dollars),"46,439",
348,Hungary,2005,GDP in current prices (millions of US dollars),"113,237",
348,Hungary,2010,GDP in current prices (millions of US dollars),"132,231",
348,Hungary,2015,GDP in current prices (millions of US dollars),"125,210",
348,Hungary,2018,GDP in current prices (millions of US dollars),"160,587",
348,Hungary,2019,GDP in current prices (millions of US dollars),"163,526",
348,Hungary,2020,GDP in current prices (millions of US dollars),"155,808",
348,Hungary,1995,GDP per capita (US dollars),"4,487",
348,Hungary,2005,GDP per capita (US dollars),"11,227",
348,Hungary,2010,GDP per capita (US dollars),"13,320",
348,Hungary,2015,GDP per capita (US dollars),"12,805",
348,Hungary,2018,GDP per capita (US dollars),"16,543",
348,Hungary,2019,GDP per capita (US dollars),"16,885",
348,Hungary,2020,GDP per capita (US dollars),"16,129",
348,Hungary,1995,GDP in constant 2010 prices (millions of US dollars),"79,306",
348,Hungary,2005,GDP in constant 2010 prices (millions of US dollars),"113,812",
348,Hungary,2010,GDP in constant 2010 prices (millions of US dollars),"113,135",
348,Hungary,2015,GDP in constant 2010 prices (millions of US dollars),"125,210",
348,Hungary,2018,GDP in constant 2010 prices (millions of US dollars),"140,567",
348,Hungary,2019,GDP in constant 2010 prices (millions of US dollars),"146,969",
348,Hungary,2020,GDP in constant 2010 prices (millions of US dollars),"140,097",
348,Hungary,1995,GDP real rates of growth (percent),1.5,
348,Hungary,2005,GDP real rates of growth (percent),4.3,
348,Hungary,2010,GDP real rates of growth (percent),1.1,
348,Hungary,2015,GDP real rates of growth (percent),3.7,
348,Hungary,2018,GDP real rates of growth (percent),5.4,
348,Hungary,2019,GDP real rates of growth (percent),4.6,
348,Hungary,2020,GDP real rates of growth (percent),-4.7,
352,Iceland,1995,GDP in current prices (millions of US dollars),"7,124",
352,Iceland,2005,GDP in current prices (millions of US dollars),"16,853",
352,Iceland,2010,GDP in current prices (millions of US dollars),"13,751",
352,Iceland,2015,GDP in current prices (millions of US dollars),"17,517",
352,Iceland,2018,GDP in current prices (millions of US dollars),"26,267",
352,Iceland,2019,GDP in current prices (millions of US dollars),"24,858",
352,Iceland,2020,GDP in current prices (millions of US dollars),"21,718",
352,Iceland,1995,GDP per capita (US dollars),"26,618",
352,Iceland,2005,GDP per capita (US dollars),"57,133",
352,Iceland,2010,GDP per capita (US dollars),"42,928",
352,Iceland,2015,GDP per capita (US dollars),"53,043",
352,Iceland,2018,GDP per capita (US dollars),"78,010",
352,Iceland,2019,GDP per capita (US dollars),"73,320",
352,Iceland,2020,GDP per capita (US dollars),"63,644",
352,Iceland,1995,GDP in constant 2010 prices (millions of US dollars),"9,144",
352,Iceland,2005,GDP in constant 2010 prices (millions of US dollars),"14,496",
352,Iceland,2010,GDP in constant 2010 prices (millions of US dollars),"15,328",
352,Iceland,2015,GDP in constant 2010 prices (millions of US dollars),"17,517",
352,Iceland,2018,GDP in constant 2010 prices (millions of US dollars),"20,352",
352,Iceland,2019,GDP in constant 2010 prices (millions of US dollars),"20,847",
352,Iceland,2020,GDP in constant 2010 prices (millions of US dollars),"19,491",
352,Iceland,1995,GDP real rates of growth (percent),0.1,
352,Iceland,2005,GDP real rates of growth (percent),6.1,
352,Iceland,2010,GDP real rates of growth (percent),-2.8,
352,Iceland,2015,GDP real rates of growth (percent),4.4,
352,Iceland,2018,GDP real rates of growth (percent),4.9,
352,Iceland,2019,GDP real rates of growth (percent),2.4,
352,Iceland,2020,GDP real rates of growth (percent),-6.5,
356,India,1995,GDP in current prices (millions of US dollars),"371,783",
356,India,2005,GDP in current prices (millions of US dollars),"823,612",
356,India,2010,GDP in current prices (millions of US dollars),"1,669,620",
356,India,2015,GDP in current prices (millions of US dollars),"2,146,759",
356,India,2018,GDP in current prices (millions of US dollars),"2,761,338",
356,India,2019,GDP in current prices (millions of US dollars),"2,889,949",
356,India,2020,GDP in current prices (millions of US dollars),"2,664,749",
356,India,1995,GDP per capita (US dollars),386,
356,India,2005,GDP per capita (US dollars),718,
356,India,2010,GDP per capita (US dollars),"1,353",
356,India,2015,GDP per capita (US dollars),"1,639",
356,India,2018,GDP per capita (US dollars),"2,041",
356,India,2019,GDP per capita (US dollars),"2,115",
356,India,2020,GDP per capita (US dollars),"1,931",
356,India,1995,GDP in constant 2010 prices (millions of US dollars),"608,291",
356,India,2005,GDP in constant 2010 prices (millions of US dollars),"1,116,782",
356,India,2010,GDP in constant 2010 prices (millions of US dollars),"1,567,418",
356,India,2015,GDP in constant 2010 prices (millions of US dollars),"2,146,759",
356,India,2018,GDP in constant 2010 prices (millions of US dollars),"2,644,070",
356,India,2019,GDP in constant 2010 prices (millions of US dollars),"2,750,932",
356,India,2020,GDP in constant 2010 prices (millions of US dollars),"2,551,441",
356,India,1995,GDP real rates of growth (percent),7.6,
356,India,2005,GDP real rates of growth (percent),7.9,
356,India,2010,GDP real rates of growth (percent),8.5,
356,India,2015,GDP real rates of growth (percent),8,
356,India,2018,GDP real rates of growth (percent),6.5,
356,India,2019,GDP real rates of growth (percent),4,
356,India,2020,GDP real rates of growth (percent),-7.3,
360,Indonesia,1995,GDP in current prices (millions of US dollars),"236,456",
360,Indonesia,2005,GDP in current prices (millions of US dollars),"304,372",
360,Indonesia,2010,GDP in current prices (millions of US dollars),"755,094",
360,Indonesia,2015,GDP in current prices (millions of US dollars),"860,854",
360,Indonesia,2018,GDP in current prices (millions of US dollars),"1,042,272",
360,Indonesia,2019,GDP in current prices (millions of US dollars),"1,119,091",
360,Indonesia,2020,GDP in current prices (millions of US dollars),"1,058,424",
360,Indonesia,1995,GDP per capita (US dollars),"1,196",
360,Indonesia,2005,GDP per capita (US dollars),"1,345",
360,Indonesia,2010,GDP per capita (US dollars),"3,122",
360,Indonesia,2015,GDP per capita (US dollars),"3,332",
360,Indonesia,2018,GDP per capita (US dollars),"3,894",
360,Indonesia,2019,GDP per capita (US dollars),"4,135",
360,Indonesia,2020,GDP per capita (US dollars),"3,870",
360,Indonesia,1995,GDP in constant 2010 prices (millions of US dollars),"380,896",
360,Indonesia,2005,GDP in constant 2010 prices (millions of US dollars),"497,632",
360,Indonesia,2010,GDP in constant 2010 prices (millions of US dollars),"657,835",
360,Indonesia,2015,GDP in constant 2010 prices (millions of US dollars),"860,854",
360,Indonesia,2018,GDP in constant 2010 prices (millions of US dollars),"999,179",
360,Indonesia,2019,GDP in constant 2010 prices (millions of US dollars),"1,049,319",
360,Indonesia,2020,GDP in constant 2010 prices (millions of US dollars),"1,027,603",
360,Indonesia,1995,GDP real rates of growth (percent),8.2,
360,Indonesia,2005,GDP real rates of growth (percent),5.7,
360,Indonesia,2010,GDP real rates of growth (percent),6.2,
360,Indonesia,2015,GDP real rates of growth (percent),4.9,
360,Indonesia,2018,GDP real rates of growth (percent),5.2,
360,Indonesia,2019,GDP real rates of growth (percent),5,
360,Indonesia,2020,GDP real rates of growth (percent),-2.1,
364,Iran (Islamic Republic of),1995,GDP in current prices (millions of US dollars),"114,364",
364,Iran (Islamic Republic of),2005,GDP in current prices (millions of US dollars),"228,899",
364,Iran (Islamic Republic of),2010,GDP in current prices (millions of US dollars),"523,804",
364,Iran (Islamic Republic of),2015,GDP in current prices (millions of US dollars),"417,210",
364,Iran (Islamic Republic of),2018,GDP in current prices (millions of US dollars),"526,365",
364,Iran (Islamic Republic of),2019,GDP in current prices (millions of US dollars),"653,593",
364,Iran (Islamic Republic of),2020,GDP in current prices (millions of US dollars),"939,316",
364,Iran (Islamic Republic of),1995,GDP per capita (US dollars),"1,861",
364,Iran (Islamic Republic of),2005,GDP per capita (US dollars),"3,281",
364,Iran (Islamic Republic of),2010,GDP per capita (US dollars),"7,101",
364,Iran (Islamic Republic of),2015,GDP per capita (US dollars),"5,315",
364,Iran (Islamic Republic of),2018,GDP per capita (US dollars),"6,435",
364,Iran (Islamic Republic of),2019,GDP per capita (US dollars),"7,883",
364,Iran (Islamic Republic of),2020,GDP per capita (US dollars),"11,183",
364,Iran (Islamic Republic of),1995,GDP in constant 2010 prices (millions of US dollars),"205,321",
364,Iran (Islamic Republic of),2005,GDP in constant 2010 prices (millions of US dollars),"319,309",
364,Iran (Islamic Republic of),2010,GDP in constant 2010 prices (millions of US dollars),"409,922",
364,Iran (Islamic Republic of),2015,GDP in constant 2010 prices (millions of US dollars),"417,210",
364,Iran (Islamic Republic of),2018,GDP in constant 2010 prices (millions of US dollars),"455,996",
364,Iran (Islamic Republic of),2019,GDP in constant 2010 prices (millions of US dollars),"425,061",
364,Iran (Islamic Republic of),2020,GDP in constant 2010 prices (millions of US dollars),"439,463",
364,Iran (Islamic Republic of),1995,GDP real rates of growth (percent),2.4,
364,Iran (Islamic Republic of),2005,GDP real rates of growth (percent),4.3,
364,Iran (Islamic Republic of),2010,GDP real rates of growth (percent),6.9,
364,Iran (Islamic Republic of),2015,GDP real rates of growth (percent),-1.4,
364,Iran (Islamic Republic of),2018,GDP real rates of growth (percent),-2.3,
364,Iran (Islamic Republic of),2019,GDP real rates of growth (percent),-6.8,
364,Iran (Islamic Republic of),2020,GDP real rates of growth (percent),3.4,
368,Iraq,1995,GDP in current prices (millions of US dollars),"4,863",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2005,GDP in current prices (millions of US dollars),"49,955",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2010,GDP in current prices (millions of US dollars),"138,517",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2015,GDP in current prices (millions of US dollars),"166,774",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2018,GDP in current prices (millions of US dollars),"227,367",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2019,GDP in current prices (millions of US dollars),"235,097",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2020,GDP in current prices (millions of US dollars),"166,757",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,1995,GDP per capita (US dollars),241,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2005,GDP per capita (US dollars),"1,856",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2010,GDP per capita (US dollars),"4,657",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2015,GDP per capita (US dollars),"4,688",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2018,GDP per capita (US dollars),"5,916",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2019,GDP per capita (US dollars),"5,981",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2020,GDP per capita (US dollars),"4,146",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,1995,GDP in constant 2010 prices (millions of US dollars),"32,111",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2005,GDP in constant 2010 prices (millions of US dollars),"94,053",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2010,GDP in constant 2010 prices (millions of US dollars),"120,516",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2015,GDP in constant 2010 prices (millions of US dollars),"166,774",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2018,GDP in constant 2010 prices (millions of US dollars),"191,222",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2019,GDP in constant 2010 prices (millions of US dollars),"202,614",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2020,GDP in constant 2010 prices (millions of US dollars),"170,858",Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,1995,GDP real rates of growth (percent),-18.3,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2005,GDP real rates of growth (percent),1.7,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2010,GDP real rates of growth (percent),6.4,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2015,GDP real rates of growth (percent),4.7,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2018,GDP real rates of growth (percent),2.6,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2019,GDP real rates of growth (percent),6,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
368,Iraq,2020,GDP real rates of growth (percent),-15.7,Data compiled in accordance with the System of National Accounts 1968 (1968 SNA).
372,Ireland,1995,GDP in current prices (millions of US dollars),"69,142",
372,Ireland,2005,GDP in current prices (millions of US dollars),"211,793",
372,Ireland,2010,GDP in current prices (millions of US dollars),"221,660",
372,Ireland,2015,GDP in current prices (millions of US dollars),"291,463",
372,Ireland,2018,GDP in current prices (millions of US dollars),"385,042",
372,Ireland,2019,GDP in current prices (millions of US dollars),"399,122",
372,Ireland,2020,GDP in current prices (millions of US dollars),"425,889",
372,Ireland,1995,GDP per capita (US dollars),"19,248",
372,Ireland,2005,GDP per capita (US dollars),"51,143",
372,Ireland,2010,GDP per capita (US dollars),"48,670",
372,Ireland,2015,GDP per capita (US dollars),"62,648",
372,Ireland,2018,GDP per capita (US dollars),"79,906",
372,Ireland,2019,GDP per capita (US dollars),"81,746",
372,Ireland,2020,GDP per capita (US dollars),"86,251",
