Region/Country/Area,,Year,Series,Value,Footnotes
340,Honduras,2020,"Percentage of male and female intentional homicide victims, Male",66.1,
340,Honduras,2020,"Percentage of male and female intentional homicide victims, Female",6.6,
340,Honduras,2020,"Assault rate per 100,000 population",19.6,
340,Honduras,2020,"Kidnapping at the national level, rate per 100,000",0,
340,Honduras,2020,"Theft at the national level, rate per 100,000 population",24.7,
340,Honduras,2020,"Total Sexual Violence at the national level, rate per 100,000",9.6,
348,Hungary,2005,"Intentional homicide rates per 100,000",1.6,
348,Hungary,2005,"Percentage of male and female intentional homicide victims, Male",1.8,
348,Hungary,2005,"Percentage of male and female intentional homicide victims, Female",1.4,
348,Hungary,2005,"Assault rate per 100,000 population",122.3,
348,Hungary,2005,"Kidnapping at the national level, rate per 100,000",0.1,
348,Hungary,2005,"Theft at the national level, rate per 100,000 population","1,251.80",
348,Hungary,2005,"Robbery at the national level, rate per 100,000 population",29.6,
348,Hungary,2005,"Total Sexual Violence at the national level, rate per 100,000",8.5,
348,Hungary,2010,"Intentional homicide rates per 100,000",1.4,
348,Hungary,2010,"Percentage of male and female intentional homicide victims, Male",1.6,
348,Hungary,2010,"Percentage of male and female intentional homicide victims, Female",1.2,
348,Hungary,2010,"Assault rate per 100,000 population",146.8,
348,Hungary,2010,"Kidnapping at the national level, rate per 100,000",0.2,
348,Hungary,2010,"Theft at the national level, rate per 100,000 population","1,351.80",
348,Hungary,2010,"Robbery at the national level, rate per 100,000 population",34.2,
348,Hungary,2010,"Total Sexual Violence at the national level, rate per 100,000",13,
348,Hungary,2014,"Intentional homicide rates per 100,000",1.5,
348,Hungary,2014,"Percentage of male and female intentional homicide victims, Male",1.7,
348,Hungary,2014,"Percentage of male and female intentional homicide victims, Female",1.3,
348,Hungary,2014,"Assault rate per 100,000 population",137.4,
348,Hungary,2014,"Kidnapping at the national level, rate per 100,000",0,
348,Hungary,2014,"Theft at the national level, rate per 100,000 population","1,090.70",
348,Hungary,2014,"Robbery at the national level, rate per 100,000 population",19.9,
348,Hungary,2014,"Total Sexual Violence at the national level, rate per 100,000",7.9,
348,Hungary,2015,"Intentional homicide rates per 100,000",2.3,
348,Hungary,2015,"Percentage of male and female intentional homicide victims, Male",2.6,
348,Hungary,2015,"Percentage of male and female intentional homicide victims, Female",2,
348,Hungary,2015,"Theft at the national level, rate per 100,000 population","1,138.50",
348,Hungary,2015,"Robbery at the national level, rate per 100,000 population",14.7,
348,Hungary,2019,"Intentional homicide rates per 100,000",0.7,
348,Hungary,2019,"Percentage of male and female intentional homicide victims, Male",0.7,
348,Hungary,2019,"Percentage of male and female intentional homicide victims, Female",0.6,
348,Hungary,2019,"Kidnapping at the national level, rate per 100,000",0.1,
348,Hungary,2019,"Theft at the national level, rate per 100,000 population",588.2,
348,Hungary,2019,"Robbery at the national level, rate per 100,000 population",6.5,
348,Hungary,2019,"Total Sexual Violence at the national level, rate per 100,000",4,
348,Hungary,2020,"Intentional homicide rates per 100,000",0.8,
348,Hungary,2020,"Percentage of male and female intentional homicide victims, Male",0.9,
348,Hungary,2020,"Percentage of male and female intentional homicide victims, Female",0.8,
348,Hungary,2020,"Kidnapping at the national level, rate per 100,000",0.1,
348,Hungary,2020,"Theft at the national level, rate per 100,000 population",522.1,
348,Hungary,2020,"Total Sexual Violence at the national level, rate per 100,000",5.2,
352,Iceland,2005,"Intentional homicide rates per 100,000",1,
352,Iceland,2005,"Percentage of male and female intentional homicide victims, Male",2,
352,Iceland,2005,"Percentage of male and female intentional homicide victims, Female",0,
352,Iceland,2005,"Theft at the national level, rate per 100,000 population","1,078.40",
352,Iceland,2005,"Robbery at the national level, rate per 100,000 population",16.6,
352,Iceland,2005,"Total Sexual Violence at the national level, rate per 100,000",97.6,
352,Iceland,2010,"Intentional homicide rates per 100,000",0.6,
352,Iceland,2010,"Percentage of male and female intentional homicide victims, Male",1.2,
352,Iceland,2010,"Percentage of male and female intentional homicide victims, Female",0,
352,Iceland,2010,"Assault rate per 100,000 population",17.8,
352,Iceland,2010,"Theft at the national level, rate per 100,000 population","1,535.90",
352,Iceland,2010,"Robbery at the national level, rate per 100,000 population",13.1,
352,Iceland,2010,"Total Sexual Violence at the national level, rate per 100,000",67.7,
352,Iceland,2015,"Intentional homicide rates per 100,000",0.9,
352,Iceland,2015,"Percentage of male and female intentional homicide victims, Male",1.8,
352,Iceland,2015,"Percentage of male and female intentional homicide victims, Female",0,
352,Iceland,2015,"Assault rate per 100,000 population",25.7,
352,Iceland,2015,"Theft at the national level, rate per 100,000 population","1,220.90",
352,Iceland,2015,"Robbery at the national level, rate per 100,000 population",16,
352,Iceland,2015,"Total Sexual Violence at the national level, rate per 100,000",133.8,
352,Iceland,2019,"Intentional homicide rates per 100,000",0.3,
352,Iceland,2019,"Percentage of male and female intentional homicide victims, Male",0.6,
352,Iceland,2019,"Percentage of male and female intentional homicide victims, Female",0,
352,Iceland,2019,"Assault rate per 100,000 population",28.6,
352,Iceland,2019,"Theft at the national level, rate per 100,000 population","1,025.30",
352,Iceland,2019,"Robbery at the national level, rate per 100,000 population",15.9,
352,Iceland,2019,"Total Sexual Violence at the national level, rate per 100,000",194.1,
352,Iceland,2020,"Intentional homicide rates per 100,000",1.5,
352,Iceland,2020,"Percentage of male and female intentional homicide victims, Male",0.6,
352,Iceland,2020,"Percentage of male and female intentional homicide victims, Female",2.4,
352,Iceland,2020,"Assault rate per 100,000 population",38.7,
352,Iceland,2020,"Theft at the national level, rate per 100,000 population","1,026.50",
352,Iceland,2020,"Total Sexual Violence at the national level, rate per 100,000",152.4,
356,India,2005,"Intentional homicide rates per 100,000",3.9,
356,India,2005,"Percentage of male and female intentional homicide victims, Male",5,
356,India,2005,"Percentage of male and female intentional homicide victims, Female",2.8,
356,India,2005,"Assault rate per 100,000 population",23.6,
356,India,2005,"Kidnapping at the national level, rate per 100,000",2,
356,India,2005,"Theft at the national level, rate per 100,000 population",23.8,
356,India,2005,"Robbery at the national level, rate per 100,000 population",1.5,
356,India,2005,"Total Sexual Violence at the national level, rate per 100,000",5.4,
356,India,2010,"Intentional homicide rates per 100,000",3.8,
356,India,2010,"Percentage of male and female intentional homicide victims, Male",4.5,
356,India,2010,"Percentage of male and female intentional homicide victims, Female",3,
356,India,2010,"Assault rate per 100,000 population",23.4,
356,India,2010,"Kidnapping at the national level, rate per 100,000",3.1,
356,India,2010,"Theft at the national level, rate per 100,000 population",26.8,
356,India,2010,"Robbery at the national level, rate per 100,000 population",1.9,
356,India,2010,"Total Sexual Violence at the national level, rate per 100,000",5.9,
356,India,2013,"Intentional homicide rates per 100,000",3.6,
356,India,2013,"Percentage of male and female intentional homicide victims, Male",4.2,
356,India,2013,"Percentage of male and female intentional homicide victims, Female",2.9,
356,India,2013,"Assault rate per 100,000 population",26.1,
356,India,2013,"Kidnapping at the national level, rate per 100,000",5.1,
356,India,2013,"Theft at the national level, rate per 100,000 population",29.1,
356,India,2013,"Robbery at the national level, rate per 100,000 population",2.8,
356,India,2013,"Total Sexual Violence at the national level, rate per 100,000",9.1,
356,India,2015,"Intentional homicide rates per 100,000",3.4,
356,India,2015,"Percentage of male and female intentional homicide victims, Male",4,
356,India,2015,"Percentage of male and female intentional homicide victims, Female",2.7,
356,India,2020,"Intentional homicide rates per 100,000",2.9,
356,India,2020,"Percentage of male and female intentional homicide victims, Male",3.4,
356,India,2020,"Percentage of male and female intentional homicide victims, Female",2.5,
360,Indonesia,2004,"Intentional homicide rates per 100,000",0.6,
360,Indonesia,2010,"Assault rate per 100,000 population",13.2,
360,Indonesia,2010,"Kidnapping at the national level, rate per 100,000",0.2,
360,Indonesia,2010,"Theft at the national level, rate per 100,000 population",10.1,
360,Indonesia,2010,"Robbery at the national level, rate per 100,000 population",4.1,
360,Indonesia,2015,"Assault rate per 100,000 population",5.6,
360,Indonesia,2015,"Kidnapping at the national level, rate per 100,000",0.1,
360,Indonesia,2015,"Theft at the national level, rate per 100,000 population",10.2,
360,Indonesia,2015,"Robbery at the national level, rate per 100,000 population",4.6,
360,Indonesia,2015,"Total Sexual Violence at the national level, rate per 100,000",2,
360,Indonesia,2018,"Assault rate per 100,000 population",4.2,
360,Indonesia,2018,"Kidnapping at the national level, rate per 100,000",0.1,
360,Indonesia,2018,"Theft at the national level, rate per 100,000 population",19.8,
360,Indonesia,2018,"Robbery at the national level, rate per 100,000 population",3.1,
360,Indonesia,2018,"Total Sexual Violence at the national level, rate per 100,000",2,
364,Iran (Islamic Republic of),2004,"Theft at the national level, rate per 100,000 population",159.3,
364,Iran (Islamic Republic of),2009,"Intentional homicide rates per 100,000",3,
364,Iran (Islamic Republic of),2014,"Intentional homicide rates per 100,000",2.5,
364,Iran (Islamic Republic of),2014,"Percentage of male and female intentional homicide victims, Male",4.4,
364,Iran (Islamic Republic of),2014,"Percentage of male and female intentional homicide victims, Female",0.6,
364,Iran (Islamic Republic of),2018,"Intentional homicide rates per 100,000",2.2,
368,Iraq,2010,"Intentional homicide rates per 100,000",9,
368,Iraq,2010,"Percentage of male and female intentional homicide victims, Male",14.7,
368,Iraq,2010,"Percentage of male and female intentional homicide victims, Female",3.3,
368,Iraq,2013,"Intentional homicide rates per 100,000",10.1,
368,Iraq,2013,"Percentage of male and female intentional homicide victims, Male",16.7,
368,Iraq,2013,"Percentage of male and female intentional homicide victims, Female",3.3,
372,Ireland,2005,"Intentional homicide rates per 100,000",1.3,
372,Ireland,2005,"Percentage of male and female intentional homicide victims, Male",2.1,
372,Ireland,2005,"Percentage of male and female intentional homicide victims, Female",0.4,
372,Ireland,2005,"Assault rate per 100,000 population",301.3,
372,Ireland,2005,"Kidnapping at the national level, rate per 100,000",1.8,
372,Ireland,2005,"Theft at the national level, rate per 100,000 population","1,421.80",
372,Ireland,2005,"Robbery at the national level, rate per 100,000 population",58.5,
372,Ireland,2005,"Total Sexual Violence at the national level, rate per 100,000",43.5,
372,Ireland,2010,"Intentional homicide rates per 100,000",1.2,
372,Ireland,2010,"Percentage of male and female intentional homicide victims, Male",2.1,
372,Ireland,2010,"Percentage of male and female intentional homicide victims, Female",0.3,
372,Ireland,2010,"Assault rate per 100,000 population",330.2,
372,Ireland,2010,"Kidnapping at the national level, rate per 100,000",2.9,
372,Ireland,2010,"Theft at the national level, rate per 100,000 population","1,436.30",
372,Ireland,2010,"Robbery at the national level, rate per 100,000 population",70.2,
372,Ireland,2010,"Total Sexual Violence at the national level, rate per 100,000",52,
372,Ireland,2015,"Intentional homicide rates per 100,000",0.7,
372,Ireland,2015,"Percentage of male and female intentional homicide victims, Male",1,
372,Ireland,2015,"Percentage of male and female intentional homicide victims, Female",0.3,
372,Ireland,2015,"Assault rate per 100,000 population",75.6,
372,Ireland,2015,"Kidnapping at the national level, rate per 100,000",2,
372,Ireland,2015,"Theft at the national level, rate per 100,000 population","1,563.00",
372,Ireland,2015,"Robbery at the national level, rate per 100,000 population",52.1,
372,Ireland,2015,"Total Sexual Violence at the national level, rate per 100,000",49.6,
372,Ireland,2019,"Intentional homicide rates per 100,000",0.7,
372,Ireland,2019,"Percentage of male and female intentional homicide victims, Male",1.1,
372,Ireland,2019,"Percentage of male and female intentional homicide victims, Female",0.3,
372,Ireland,2019,"Assault rate per 100,000 population",103.2,
372,Ireland,2019,"Kidnapping at the national level, rate per 100,000",1.8,
372,Ireland,2019,"Theft at the national level, rate per 100,000 population","1,339.70",
372,Ireland,2019,"Robbery at the national level, rate per 100,000 population",41.8,
372,Ireland,2019,"Total Sexual Violence at the national level, rate per 100,000",58.1,
372,Ireland,2020,"Intentional homicide rates per 100,000",0.7,
372,Ireland,2020,"Percentage of male and female intentional homicide victims, Male",1.1,
372,Ireland,2020,"Percentage of male and female intentional homicide victims, Female",0.2,
372,Ireland,2020,"Assault rate per 100,000 population",85.9,
372,Ireland,2020,"Kidnapping at the national level, rate per 100,000",2.1,
372,Ireland,2020,"Theft at the national level, rate per 100,000 population",985.8,
372,Ireland,2020,"Total Sexual Violence at the national level, rate per 100,000",51.7,
833,Isle of Man,2015,"Intentional homicide rates per 100,000",1.2,
833,Isle of Man,2016,"Intentional homicide rates per 100,000",0,
376,Israel,2005,"Intentional homicide rates per 100,000",2.6,
376,Israel,2005,"Percentage of male and female intentional homicide victims, Male",3.8,
376,Israel,2005,"Percentage of male and female intentional homicide victims, Female",1.5,
376,Israel,2005,"Assault rate per 100,000 population",782.8,
376,Israel,2005,"Kidnapping at the national level, rate per 100,000",6.4,
376,Israel,2005,"Theft at the national level, rate per 100,000 population","1,918.80",
376,Israel,2005,"Robbery at the national level, rate per 100,000 population",66.3,
376,Israel,2005,"Total Sexual Violence at the national level, rate per 100,000",70.4,
376,Israel,2010,"Intentional homicide rates per 100,000",2,
376,Israel,2010,"Percentage of male and female intentional homicide victims, Male",3.2,
376,Israel,2010,"Percentage of male and female intentional homicide victims, Female",0.9,
376,Israel,2010,"Assault rate per 100,000 population",626.2,
376,Israel,2010,"Kidnapping at the national level, rate per 100,000",3.6,
376,Israel,2010,"Theft at the national level, rate per 100,000 population",984.7,
376,Israel,2010,"Robbery at the national level, rate per 100,000 population",39.6,
376,Israel,2010,"Total Sexual Violence at the national level, rate per 100,000",67.5,
376,Israel,2011,"Intentional homicide rates per 100,000",2,
376,Israel,2011,"Percentage of male and female intentional homicide victims, Male",3.1,
376,Israel,2011,"Percentage of male and female intentional homicide victims, Female",0.9,
376,Israel,2011,"Assault rate per 100,000 population",575.2,
376,Israel,2011,"Kidnapping at the national level, rate per 100,000",3.5,
376,Israel,2011,"Theft at the national level, rate per 100,000 population",945.7,
376,Israel,2011,"Robbery at the national level, rate per 100,000 population",36.7,
376,Israel,2011,"Total Sexual Violence at the national level, rate per 100,000",61.1,
376,Israel,2015,"Intentional homicide rates per 100,000",1.4,
376,Israel,2015,"Percentage of male and female intentional homicide victims, Male",2.2,
376,Israel,2015,"Percentage of male and female intentional homicide victims, Female",0.6,
376,Israel,2018,"Intentional homicide rates per 100,000",1.4,
376,Israel,2018,"Percentage of male and female intentional homicide victims, Male",2.2,
376,Israel,2018,"Percentage of male and female intentional homicide victims, Female",0.6,
376,Israel,2019,"Intentional homicide rates per 100,000",1.5,
376,Israel,2020,"Percentage of male and female intentional homicide victims, Female",0.6,
380,Italy,2005,"Intentional homicide rates per 100,000",1,
380,Italy,2005,"Percentage of male and female intentional homicide victims, Male",1.7,
380,Italy,2005,"Percentage of male and female intentional homicide victims, Female",0.5,
380,Italy,2005,"Assault rate per 100,000 population",97.2,
380,Italy,2005,"Kidnapping at the national level, rate per 100,000",0.6,
380,Italy,2005,"Theft at the national level, rate per 100,000 population","1,882.90",
380,Italy,2005,"Robbery at the national level, rate per 100,000 population",112.8,
380,Italy,2005,"Total Sexual Violence at the national level, rate per 100,000",6.9,
380,Italy,2010,"Intentional homicide rates per 100,000",0.9,
380,Italy,2010,"Percentage of male and female intentional homicide victims, Male",1.3,
380,Italy,2010,"Percentage of male and female intentional homicide victims, Female",0.5,
380,Italy,2010,"Assault rate per 100,000 population",109.3,
380,Italy,2010,"Kidnapping at the national level, rate per 100,000",0.6,
380,Italy,2010,"Theft at the national level, rate per 100,000 population","1,591.30",
380,Italy,2010,"Robbery at the national level, rate per 100,000 population",80.9,
380,Italy,2010,"Total Sexual Violence at the national level, rate per 100,000",8.1,
380,Italy,2015,"Intentional homicide rates per 100,000",0.8,
380,Italy,2015,"Percentage of male and female intentional homicide victims, Male",1.1,
380,Italy,2015,"Percentage of male and female intentional homicide victims, Female",0.4,
380,Italy,2015,"Assault rate per 100,000 population",107.4,
380,Italy,2015,"Kidnapping at the national level, rate per 100,000",0.5,
380,Italy,2015,"Theft at the national level, rate per 100,000 population","2,028.90",
380,Italy,2015,"Robbery at the national level, rate per 100,000 population",57.9,
380,Italy,2015,"Total Sexual Violence at the national level, rate per 100,000",7.4,
380,Italy,2019,"Intentional homicide rates per 100,000",0.5,
380,Italy,2019,"Percentage of male and female intentional homicide victims, Male",0.7,
380,Italy,2019,"Percentage of male and female intentional homicide victims, Female",0.4,
380,Italy,2019,"Assault rate per 100,000 population",108.8,
380,Italy,2019,"Kidnapping at the national level, rate per 100,000",0.2,
380,Italy,2019,"Theft at the national level, rate per 100,000 population","1,497.20",
380,Italy,2019,"Robbery at the national level, rate per 100,000 population",41,
380,Italy,2019,"Total Sexual Violence at the national level, rate per 100,000",8.9,
380,Italy,2020,"Intentional homicide rates per 100,000",0.5,
380,Italy,2020,"Percentage of male and female intentional homicide victims, Male",0.6,
380,Italy,2020,"Percentage of male and female intentional homicide victims, Female",0.4,
380,Italy,2020,"Assault rate per 100,000 population",90.2,
380,Italy,2020,"Kidnapping at the national level, rate per 100,000",0.2,
380,Italy,2020,"Theft at the national level, rate per 100,000 population","1,012.60",
380,Italy,2020,"Total Sexual Violence at the national level, rate per 100,000",8.1,
388,Jamaica,2005,"Intentional homicide rates per 100,000",61.1,
388,Jamaica,2005,"Percentage of male and female intentional homicide victims, Male",109.6,
388,Jamaica,2005,"Percentage of male and female intentional homicide victims, Female",13.5,
388,Jamaica,2005,"Kidnapping at the national level, rate per 100,000",1.1,
388,Jamaica,2005,"Total Sexual Violence at the national level, rate per 100,000",39.9,
388,Jamaica,2008,"Intentional homicide rates per 100,000",58.2,
388,Jamaica,2008,"Percentage of male and female intentional homicide victims, Male",105.3,
388,Jamaica,2008,"Percentage of male and female intentional homicide victims, Female",11.8,
388,Jamaica,2008,"Kidnapping at the national level, rate per 100,000",1.5,
388,Jamaica,2008,"Robbery at the national level, rate per 100,000 population",95.6,
388,Jamaica,2008,"Total Sexual Violence at the national level, rate per 100,000",52.9,
388,Jamaica,2010,"Intentional homicide rates per 100,000",51.5,
388,Jamaica,2010,"Percentage of male and female intentional homicide victims, Male",93.2,
388,Jamaica,2010,"Percentage of male and female intentional homicide victims, Female",10.3,
388,Jamaica,2010,"Assault rate per 100,000 population",50.1,
388,Jamaica,2010,"Robbery at the national level, rate per 100,000 population",101.6,
388,Jamaica,2010,"Total Sexual Violence at the national level, rate per 100,000",52.9,
388,Jamaica,2015,"Intentional homicide rates per 100,000",41.8,
388,Jamaica,2015,"Percentage of male and female intentional homicide victims, Male",76.1,
388,Jamaica,2015,"Percentage of male and female intentional homicide victims, Female",8,
388,Jamaica,2015,"Assault rate per 100,000 population",101.5,
388,Jamaica,2015,"Kidnapping at the national level, rate per 100,000",0.5,
388,Jamaica,2015,"Theft at the national level, rate per 100,000 population",11.6,
388,Jamaica,2015,"Robbery at the national level, rate per 100,000 population",66.3,
388,Jamaica,2015,"Total Sexual Violence at the national level, rate per 100,000",70.8,
388,Jamaica,2019,"Intentional homicide rates per 100,000",45.5,
388,Jamaica,2019,"Percentage of male and female intentional homicide victims, Male",82.8,
388,Jamaica,2019,"Percentage of male and female intentional homicide victims, Female",8.6,
388,Jamaica,2019,"Assault rate per 100,000 population",55.4,
388,Jamaica,2019,"Kidnapping at the national level, rate per 100,000",0.6,
388,Jamaica,2019,"Theft at the national level, rate per 100,000 population",23.8,
388,Jamaica,2019,"Robbery at the national level, rate per 100,000 population",41.3,
388,Jamaica,2019,"Total Sexual Violence at the national level, rate per 100,000",67.4,
388,Jamaica,2020,"Intentional homicide rates per 100,000",44.9,
388,Jamaica,2020,"Percentage of male and female intentional homicide victims, Male",82.9,
388,Jamaica,2020,"Percentage of male and female intentional homicide victims, Female",7.6,
388,Jamaica,2020,"Assault rate per 100,000 population",96.3,
388,Jamaica,2020,"Kidnapping at the national level, rate per 100,000",0.5,
388,Jamaica,2020,"Theft at the national level, rate per 100,000 population",20.1,
388,Jamaica,2020,"Total Sexual Violence at the national level, rate per 100,000",60,
392,Japan,2005,"Intentional homicide rates per 100,000",0.5,
392,Japan,2005,"Percentage of male and female intentional homicide victims, Male",0.5,
392,Japan,2005,"Percentage of male and female intentional homicide victims, Female",0.5,
392,Japan,2005,"Assault rate per 100,000 population",47,
392,Japan,2005,"Kidnapping at the national level, rate per 100,000",0.2,
392,Japan,2005,"Theft at the national level, rate per 100,000 population",719.5,
392,Japan,2005,"Robbery at the national level, rate per 100,000 population",4.7,
392,Japan,2005,"Total Sexual Violence at the national level, rate per 100,000",8.4,
392,Japan,2010,"Intentional homicide rates per 100,000",0.4,
392,Japan,2010,"Percentage of male and female intentional homicide victims, Male",0.4,
392,Japan,2010,"Percentage of male and female intentional homicide victims, Female",0.4,
392,Japan,2010,"Assault rate per 100,000 population",20.7,
392,Japan,2010,"Kidnapping at the national level, rate per 100,000",0.1,
392,Japan,2010,"Theft at the national level, rate per 100,000 population",480.8,
392,Japan,2010,"Robbery at the national level, rate per 100,000 population",3.2,
392,Japan,2010,"Total Sexual Violence at the national level, rate per 100,000",6.5,
392,Japan,2015,"Intentional homicide rates per 100,000",0.3,
392,Japan,2015,"Percentage of male and female intentional homicide victims, Male",0.2,
392,Japan,2015,"Percentage of male and female intentional homicide victims, Female",0.3,
392,Japan,2015,"Assault rate per 100,000 population",19.7,
392,Japan,2015,"Kidnapping at the national level, rate per 100,000",0.2,
392,Japan,2015,"Theft at the national level, rate per 100,000 population",321.4,
392,Japan,2015,"Robbery at the national level, rate per 100,000 population",1.9,
392,Japan,2015,"Total Sexual Violence at the national level, rate per 100,000",6.2,
392,Japan,2016,"Intentional homicide rates per 100,000",0.3,
392,Japan,2016,"Percentage of male and female intentional homicide victims, Male",0.3,
392,Japan,2016,"Percentage of male and female intentional homicide victims, Female",0.3,
392,Japan,2016,"Assault rate per 100,000 population",19.1,
392,Japan,2016,"Kidnapping at the national level, rate per 100,000",0.2,
392,Japan,2016,"Theft at the national level, rate per 100,000 population",293.1,
392,Japan,2016,"Robbery at the national level, rate per 100,000 population",1.8,
392,Japan,2016,"Total Sexual Violence at the national level, rate per 100,000",5.6,
392,Japan,2020,"Intentional homicide rates per 100,000",0.3,
392,Japan,2020,"Percentage of male and female intentional homicide victims, Male",0.2,
392,Japan,2020,"Percentage of male and female intentional homicide victims, Female",0.3,
392,Japan,2020,"Assault rate per 100,000 population",15,
392,Japan,2020,"Kidnapping at the national level, rate per 100,000",0.3,
392,Japan,2020,"Theft at the national level, rate per 100,000 population",295.1,
392,Japan,2020,"Total Sexual Violence at the national level, rate per 100,000",4.3,
400,Jordan,2005,"Assault rate per 100,000 population",254.6,
400,Jordan,2005,"Kidnapping at the national level, rate per 100,000",0.5,
400,Jordan,2005,"Theft at the national level, rate per 100,000 population",122.6,
400,Jordan,2005,"Robbery at the national level, rate per 100,000 population",10.7,
400,Jordan,2006,"Assault rate per 100,000 population",261.9,
400,Jordan,2006,"Kidnapping at the national level, rate per 100,000",0.6,
400,Jordan,2006,"Theft at the national level, rate per 100,000 population",149.3,
400,Jordan,2006,"Robbery at the national level, rate per 100,000 population",13.4,
400,Jordan,2010,"Intentional homicide rates per 100,000",1.6,
400,Jordan,2010,"Percentage of male and female intentional homicide victims, Male",2.1,
400,Jordan,2010,"Percentage of male and female intentional homicide victims, Female",1.1,
400,Jordan,2010,"Theft at the national level, rate per 100,000 population",168,
400,Jordan,2012,"Intentional homicide rates per 100,000",2,
400,Jordan,2012,"Percentage of male and female intentional homicide victims, Male",3.3,
400,Jordan,2012,"Percentage of male and female intentional homicide victims, Female",0.6,
400,Jordan,2012,"Theft at the national level, rate per 100,000 population",167,
400,Jordan,2015,"Intentional homicide rates per 100,000",1.6,
400,Jordan,2017,"Intentional homicide rates per 100,000",1.4,
400,Jordan,2017,"Percentage of male and female intentional homicide victims, Male",2,
400,Jordan,2017,"Percentage of male and female intentional homicide victims, Female",0.7,
400,Jordan,2017,"Robbery at the national level, rate per 100,000 population",6.1,
400,Jordan,2020,"Intentional homicide rates per 100,000",1.2,
400,Jordan,2020,"Percentage of male and female intentional homicide victims, Male",1.8,
400,Jordan,2020,"Percentage of male and female intentional homicide victims, Female",0.5,
400,Jordan,2020,"Assault rate per 100,000 population",7.2,
400,Jordan,2020,"Kidnapping at the national level, rate per 100,000",1.8,
400,Jordan,2020,"Theft at the national level, rate per 100,000 population",99,
400,Jordan,2020,"Total Sexual Violence at the national level, rate per 100,000",9.9,
398,Kazakhstan,2004,"Intentional homicide rates per 100,000",13.7,
398,Kazakhstan,2005,"Kidnapping at the national level, rate per 100,000",0.6,
398,Kazakhstan,2005,"Theft at the national level, rate per 100,000 population",409.9,
398,Kazakhstan,2005,"Robbery at the national level, rate per 100,000 population",84.8,
398,Kazakhstan,2010,"Intentional homicide rates per 100,000",8.5,
398,Kazakhstan,2010,"Percentage of male and female intentional homicide victims, Male",13.3,
398,Kazakhstan,2010,"Percentage of male and female intentional homicide victims, Female",4.1,
398,Kazakhstan,2010,"Assault rate per 100,000 population",9.8,
398,Kazakhstan,2010,"Kidnapping at the national level, rate per 100,000",0.8,
398,Kazakhstan,2010,"Theft at the national level, rate per 100,000 population",369.1,
398,Kazakhstan,2010,"Robbery at the national level, rate per 100,000 population",66,
398,Kazakhstan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.2,
398,Kazakhstan,2015,"Intentional homicide rates per 100,000",4.9,
398,Kazakhstan,2015,"Percentage of male and female intentional homicide victims, Male",7.1,
398,Kazakhstan,2015,"Percentage of male and female intentional homicide victims, Female",2.8,
398,Kazakhstan,2015,"Assault rate per 100,000 population",5.1,
398,Kazakhstan,2015,"Kidnapping at the national level, rate per 100,000",0.4,
398,Kazakhstan,2015,"Theft at the national level, rate per 100,000 population","1,188.90",
398,Kazakhstan,2015,"Robbery at the national level, rate per 100,000 population",69.4,
398,Kazakhstan,2015,"Total Sexual Violence at the national level, rate per 100,000",2.7,
398,Kazakhstan,2017,"Intentional homicide rates per 100,000",5.1,
398,Kazakhstan,2017,"Percentage of male and female intentional homicide victims, Male",7.9,
398,Kazakhstan,2017,"Percentage of male and female intentional homicide victims, Female",2.4,
398,Kazakhstan,2017,"Assault rate per 100,000 population",11.3,
398,Kazakhstan,2017,"Kidnapping at the national level, rate per 100,000",0.4,
398,Kazakhstan,2017,"Robbery at the national level, rate per 100,000 population",52.4,
398,Kazakhstan,2017,"Total Sexual Violence at the national level, rate per 100,000",11.7,
398,Kazakhstan,2020,"Intentional homicide rates per 100,000",3.2,
398,Kazakhstan,2020,"Percentage of male and female intentional homicide victims, Male",5,
398,Kazakhstan,2020,"Percentage of male and female intentional homicide victims, Female",1.6,
404,Kenya,2005,"Intentional homicide rates per 100,000",3,
404,Kenya,2005,"Assault rate per 100,000 population",34.7,
404,Kenya,2005,"Kidnapping at the national level, rate per 100,000",0.4,
404,Kenya,2005,"Theft at the national level, rate per 100,000 population",33.3,
404,Kenya,2005,"Robbery at the national level, rate per 100,000 population",18.9,
404,Kenya,2005,"Total Sexual Violence at the national level, rate per 100,000",7.1,
404,Kenya,2010,"Intentional homicide rates per 100,000",4.6,
404,Kenya,2010,"Assault rate per 100,000 population",33.5,
404,Kenya,2010,"Kidnapping at the national level, rate per 100,000",0.2,
404,Kenya,2010,"Theft at the national level, rate per 100,000 population",28.5,
404,Kenya,2010,"Robbery at the national level, rate per 100,000 population",6.8,
404,Kenya,2010,"Total Sexual Violence at the national level, rate per 100,000",11.5,
404,Kenya,2015,"Intentional homicide rates per 100,000",4.7,
404,Kenya,2015,"Percentage of male and female intentional homicide victims, Male",6.9,
404,Kenya,2015,"Percentage of male and female intentional homicide victims, Female",2.5,
404,Kenya,2015,"Assault rate per 100,000 population",31.2,
404,Kenya,2015,"Kidnapping at the national level, rate per 100,000",0.2,
404,Kenya,2015,"Theft at the national level, rate per 100,000 population",2.3,
404,Kenya,2015,"Robbery at the national level, rate per 100,000 population",6,
404,Kenya,2015,"Total Sexual Violence at the national level, rate per 100,000",12.9,
404,Kenya,2018,"Intentional homicide rates per 100,000",4.9,
404,Kenya,2018,"Percentage of male and female intentional homicide victims, Male",4.4,
