Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
454,Malawi,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",31.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
454,Malawi,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
454,Malawi,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
454,Malawi,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
454,Malawi,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
454,Malawi,1995,Industry (% of gross value added),21.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,2005,Industry (% of gross value added),16.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,2010,Industry (% of gross value added),16.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,2015,Industry (% of gross value added),18.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,2018,Industry (% of gross value added),19.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,2019,Industry (% of gross value added),19.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,2020,Industry (% of gross value added),20.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
454,Malawi,1995,Services (% of gross value added),46.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
454,Malawi,2005,Services (% of gross value added),46.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
454,Malawi,2010,Services (% of gross value added),51.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
454,Malawi,2015,Services (% of gross value added),55.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
454,Malawi,2018,Services (% of gross value added),57.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
454,Malawi,2019,Services (% of gross value added),55.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
454,Malawi,2020,Services (% of gross value added),53.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.7,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.4,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.2,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.4,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.6,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.3,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.3,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes irrigation canals and landscaping care.
458,Malaysia,1995,Industry (% of gross value added),40.5,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,2005,Industry (% of gross value added),46.9,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,2010,Industry (% of gross value added),40.9,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,2015,Industry (% of gross value added),38.9,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,2018,Industry (% of gross value added),38.8,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,2019,Industry (% of gross value added),37.8,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,2020,Industry (% of gross value added),36.3,Data classified according to ISIC Rev. 4.;At producers' prices.;Excludes publishing activities. Includes irrigation canals.
458,Malaysia,1995,Services (% of gross value added),46.8,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,2005,Services (% of gross value added),44.7,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,2010,Services (% of gross value added),48.9,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,2015,Services (% of gross value added),52.7,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,2018,Services (% of gross value added),53.6,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,2019,Services (% of gross value added),54.8,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
458,Malaysia,2020,Services (% of gross value added),55.4,Data classified according to ISIC Rev. 4.;At producers' prices.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
462,Maldives,1995,Industry (% of gross value added),9.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,2005,Industry (% of gross value added),13.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,2010,Industry (% of gross value added),10.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,2015,Industry (% of gross value added),12.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,2018,Industry (% of gross value added),14.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,2019,Industry (% of gross value added),13.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,2020,Industry (% of gross value added),13.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
462,Maldives,1995,Services (% of gross value added),82.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,2005,Services (% of gross value added),78.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,2010,Services (% of gross value added),83.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,2015,Services (% of gross value added),81.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,2018,Services (% of gross value added),79.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,2019,Services (% of gross value added),81.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
462,Maldives,2020,Services (% of gross value added),78.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
466,Mali,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",38.8,Data classified according to ISIC Rev. 4.
466,Mali,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",34.4,Data classified according to ISIC Rev. 4.
466,Mali,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",34.9,Data classified according to ISIC Rev. 4.
466,Mali,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",39.8,Data classified according to ISIC Rev. 4.
466,Mali,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",40,Data classified according to ISIC Rev. 4.
466,Mali,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",39.7,Data classified according to ISIC Rev. 4.
466,Mali,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",38.1,Data classified according to ISIC Rev. 4.
466,Mali,1995,Industry (% of gross value added),18,Data classified according to ISIC Rev. 4.
466,Mali,2005,Industry (% of gross value added),25.9,Data classified according to ISIC Rev. 4.
466,Mali,2010,Industry (% of gross value added),25.3,Data classified according to ISIC Rev. 4.
466,Mali,2015,Industry (% of gross value added),19.3,Data classified according to ISIC Rev. 4.
466,Mali,2018,Industry (% of gross value added),22.4,Data classified according to ISIC Rev. 4.
466,Mali,2019,Industry (% of gross value added),23.1,Data classified according to ISIC Rev. 4.
466,Mali,2020,Industry (% of gross value added),23.7,Data classified according to ISIC Rev. 4.
466,Mali,1995,Services (% of gross value added),43.2,Data classified according to ISIC Rev. 4.
466,Mali,2005,Services (% of gross value added),39.6,Data classified according to ISIC Rev. 4.
466,Mali,2010,Services (% of gross value added),39.7,Data classified according to ISIC Rev. 4.
466,Mali,2015,Services (% of gross value added),40.9,Data classified according to ISIC Rev. 4.
466,Mali,2018,Services (% of gross value added),37.7,Data classified according to ISIC Rev. 4.
466,Mali,2019,Services (% of gross value added),37.2,Data classified according to ISIC Rev. 4.
466,Mali,2020,Services (% of gross value added),38.2,Data classified according to ISIC Rev. 4.
470,Malta,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
470,Malta,1995,Industry (% of gross value added),28.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,2005,Industry (% of gross value added),23.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,2010,Industry (% of gross value added),18.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,2015,Industry (% of gross value added),13,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,2018,Industry (% of gross value added),12.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,2019,Industry (% of gross value added),13.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,2020,Industry (% of gross value added),14,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
470,Malta,1995,Services (% of gross value added),68.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
470,Malta,2005,Services (% of gross value added),74.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
470,Malta,2010,Services (% of gross value added),79.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
470,Malta,2015,Services (% of gross value added),86,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
470,Malta,2018,Services (% of gross value added),86.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
470,Malta,2019,Services (% of gross value added),86.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
470,Malta,2020,Services (% of gross value added),85.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
584,Marshall Islands,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.2,Data classified according to ISIC Rev. 4.
584,Marshall Islands,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
584,Marshall Islands,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",12,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
584,Marshall Islands,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
584,Marshall Islands,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
584,Marshall Islands,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
584,Marshall Islands,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
584,Marshall Islands,1995,Industry (% of gross value added),13.7,Data classified according to ISIC Rev. 4.
584,Marshall Islands,2005,Industry (% of gross value added),8.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
584,Marshall Islands,2010,Industry (% of gross value added),14.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
584,Marshall Islands,2015,Industry (% of gross value added),12.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
584,Marshall Islands,2018,Industry (% of gross value added),12.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
584,Marshall Islands,2019,Industry (% of gross value added),13.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
584,Marshall Islands,2020,Industry (% of gross value added),12.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
584,Marshall Islands,1995,Services (% of gross value added),76.1,Data classified according to ISIC Rev. 4.
584,Marshall Islands,2005,Services (% of gross value added),83.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
584,Marshall Islands,2010,Services (% of gross value added),73.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
584,Marshall Islands,2015,Services (% of gross value added),75.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
584,Marshall Islands,2018,Services (% of gross value added),71.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
584,Marshall Islands,2019,Services (% of gross value added),66.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
584,Marshall Islands,2020,Services (% of gross value added),66,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",33.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",21.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",23,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",26,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",22.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
478,Mauritania,1995,Industry (% of gross value added),32.1,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,2005,Industry (% of gross value added),35.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,2010,Industry (% of gross value added),40.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,2015,Industry (% of gross value added),25.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,2018,Industry (% of gross value added),25.6,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,2019,Industry (% of gross value added),28.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,2020,Industry (% of gross value added),31.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
478,Mauritania,1995,Services (% of gross value added),34.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,2005,Services (% of gross value added),43.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,2010,Services (% of gross value added),42.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,2015,Services (% of gross value added),51.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,2018,Services (% of gross value added),48.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,2019,Services (% of gross value added),47.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
478,Mauritania,2020,Services (% of gross value added),46.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
480,Mauritius,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.8,Data classified according to ISIC Rev. 4.
480,Mauritius,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.7,Data classified according to ISIC Rev. 4.
480,Mauritius,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
480,Mauritius,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
480,Mauritius,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
480,Mauritius,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
480,Mauritius,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
480,Mauritius,1995,Industry (% of gross value added),31.3,Data classified according to ISIC Rev. 4.
480,Mauritius,2005,Industry (% of gross value added),26.6,Data classified according to ISIC Rev. 4.
480,Mauritius,2010,Industry (% of gross value added),25.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
480,Mauritius,2015,Industry (% of gross value added),21.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
480,Mauritius,2018,Industry (% of gross value added),19.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
480,Mauritius,2019,Industry (% of gross value added),19.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
480,Mauritius,2020,Industry (% of gross value added),18.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
480,Mauritius,1995,Services (% of gross value added),58.9,Data classified according to ISIC Rev. 4.
480,Mauritius,2005,Services (% of gross value added),67.8,Data classified according to ISIC Rev. 4.
480,Mauritius,2010,Services (% of gross value added),70.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
480,Mauritius,2015,Services (% of gross value added),74.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
480,Mauritius,2018,Services (% of gross value added),76.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
480,Mauritius,2019,Services (% of gross value added),77,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
480,Mauritius,2020,Services (% of gross value added),77.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.2,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",3.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",4.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
484,Mexico,1995,Industry (% of gross value added),34.2,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,2005,Industry (% of gross value added),34.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,2010,Industry (% of gross value added),33.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,2015,Industry (% of gross value added),31.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,2018,Industry (% of gross value added),33,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,2019,Industry (% of gross value added),32.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,2020,Industry (% of gross value added),31.7,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
484,Mexico,1995,Services (% of gross value added),61.2,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,2005,Services (% of gross value added),62.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,2010,Services (% of gross value added),62.9,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,2015,Services (% of gross value added),64.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,2018,Services (% of gross value added),63.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,2019,Services (% of gross value added),63.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
484,Mexico,2020,Services (% of gross value added),64.3,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
583,Micronesia (Fed. States of),1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.9,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",24.2,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",26.7,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",27.8,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.9,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",23.9,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",25.8,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),1995,Industry (% of gross value added),7.2,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2005,Industry (% of gross value added),5.7,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2010,Industry (% of gross value added),7.8,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2015,Industry (% of gross value added),6.5,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2018,Industry (% of gross value added),5.2,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2019,Industry (% of gross value added),5.2,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2020,Industry (% of gross value added),5.4,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),1995,Services (% of gross value added),68,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2005,Services (% of gross value added),70.2,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2010,Services (% of gross value added),65.5,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2015,Services (% of gross value added),65.7,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2018,Services (% of gross value added),70.9,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2019,Services (% of gross value added),70.9,Data classified according to ISIC Rev. 4.
583,Micronesia (Fed. States of),2020,Services (% of gross value added),68.8,Data classified according to ISIC Rev. 4.
